harga,LB,LL,kamar_tidur,kamar_mandi,proyek,alamat,telp,email,atap,dinding,lantai,unit_subsidi,unit_komersil,longlat,kabupaten_kota
"Harga:
                    Rp 110.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 120m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,MUTIARA KANDIS RAYA,"Jl. H. Imam Munandar no. 33 RIAU, KOTA PEKANBARU,
              Bukit Raya, Tangkerang Utara",Telp : 085365518515,Email : solarindointernusa@gmail.com,a. Atap  Seng,b. Dinding  Batu bata plester,c. Lantai & Pondasi  Semen & Sloof Beton,Subsidi : 12 Unit,Komersil : 0 Unit,"0.893806, 101.231203","V6VJ+GFG Telaga Sam Sam, Siak Regency, Riau, Indonesia"
"Harga:
                    Rp 130.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 108m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,YAHNUL RESIDENCE,"JALAN SRIKANDI no. 28 RIAU, KOTA PEKANBARU,
              Tampan, Delima",Telp : 085355377654,Email : yahnul_batutah@yahoo.com,a. Atap  baja ringan,b. Dinding  bata diplaster dan dilapisi cat,c. Lantai & Pondasi  keramik & Sloof Beton Bertulang,Subsidi : 1 Unit,Komersil : 4 Unit,"0.570992, 101.480797","HFCJ+98V Lembah Sari, Pekanbaru City, Riau, Indonesia"
"Harga:
                    Rp 140.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 108m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,Griya molek,"Jl.nusa indah kel.desa candirejo kab. Indragiri hulu Riau no. 4 RIAU, KAB INDRAGIRI HULU,
              Pasir Penyu, Air Molek",Telp : 081261965971,Email : Ptjayatulusprima@gmail.com,"a. Atap  baja ringan,spandek/genteng metal","b. Dinding  batu bata, plester,aci , cat",c. Lantai & Pondasi  keramik 40x40 & batu kali + sloof beton bertulang,Subsidi : 71 Unit,Komersil : 0 Unit,"-0.363401, 102.279605","J7PH+JRQ Air Molek I, Indragiri Hulu Regency, Riau, Indonesia"
"Harga:
                    Rp 150.500.000","Luas Bangunan: 36m
                    2","Luas Lahan: 120m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,MUTIARA KERINCI INDAH,"Jl. H. Imam Munandar no. 33 RIAU, KOTA PEKANBARU,
              Bukit Raya, Tangkerang Utara",Telp : 085365518515,Email : solarindointernusa@gmail.com,a. Atap  SPANDEK,b. Dinding  BATU BATA PLESTER LUAR DALAM,c. Lantai & Pondasi  GRANIT MERK VICO & BATU BATA BETON BERTULANG,Subsidi : 76 Unit,Komersil : 0 Unit,"-0.363401, 102.279605","J7PH+JRQ Air Molek I, Indragiri Hulu Regency, Riau, Indonesia"
"Harga:
                    Rp 140.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 104m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,TUNAS INDAH MENARA,"Jl. Sri Palas no. 11 RIAU, KOTA PEKANBARU,
              Rumbai, Rumbai Bukit",Telp : 08126676766,Email : sksgrand@gmail.com,a. Atap  BAJA RINGAN,b. Dinding  BATA PELSTER,c. Lantai & Pondasi  KERAMIK & SLOOF BETON BERTULANG,Subsidi : 13 Unit,Komersil : 0 Unit,"0.602334, 101.396131","J92W+WFJ Rumbai Bukit, Pekanbaru City, Riau, Indonesia"
"Harga:
                    Rp 130.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 108m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,GRIYA MANDIRI,"Komplek Perumahan Griya Mandiri  no. 02 RIAU, KAB KAMPAR,
              Siak Hulu, Kubang Jaya",Telp : 08117521962,Email : tengku.munzir@gmail.com,a. Atap  Baja ringan atap spandek warna,b. Dinding  pasangan bata diplaster,c. Lantai & Pondasi  Pasangan Keramik & Pondasi Telapak dengan balok sloof,Subsidi : 8 Unit,Komersil : 0 Unit,"0.411944, 101.431944","CC6J+QQG Kubang Jaya, Kampar Regency, Riau, Indonesia"
"Harga:
                    Rp 140.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 117m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,RADYTA REGENCY,"Jl. Jendral soeharto  no. 00 RIAU, KAB PELALAWAN,
              Pangkalan Kerinci, Pangkalan Kerinci Barat",Telp : 082384576544,Email : radytaregency17@gmail.com,a. Atap  Seng Spandek,b. Dinding  Bata Plaster Aci,c. Lantai & Pondasi  Keramik 30x30 & Cor Beton Bertulang,Subsidi : 44 Unit,Komersil : 0 Unit,"0.383583, 101.815496","9RM8+C5Q Pangkalan Kerinci Barat, Pelalawan Regency, Riau, Indonesia"
"Harga:
                    Rp 145.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 105m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,PURI INSANI,"JL. Bangau Sakti No. 9b Kelurahan Simpang Baru. Kec. Tampan Pekanbaru Riau no. 9b RIAU, KOTA PEKANBARU,
              Tampan, Simpangbaru",Telp : 0761-7415-394,Email : PT.Sumbermutiarainsani@gmail.com,a. Atap  MULTI ROOF,b. Dinding  BATU BATA PLESTER,c. Lantai & Pondasi  KERAMIK & TAPAK BETON BERTULANG,Subsidi : 7 Unit,Komersil : 0 Unit,"0.440544, 101.328881","C8RH+6H6 Rimba Panjang, Kampar Regency, Riau, Indonesia"
"Harga:
                    Rp 130.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 117m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,BUKIT MUTIARA PERMAI,"Jl. Jend. Sudirman no. 20 A RIAU, KAB KAMPAR,
              Bangkinang Kota, Bangkinang",Telp : 082391370123,Email : pt.indonusaoston@yahoo.co.id,a. Atap  Spandek lurus,b. Dinding  Batako diplester dan dicat,c. Lantai & Pondasi  Tapak Beton Bertulang & Semen Halus,Subsidi : 43 Unit,Komersil : 0 Unit,"0.440544, 101.328881","C8RH+6H6 Rimba Panjang, Kampar Regency, Riau, Indonesia"
"Harga:
                    Rp 130.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 96m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,THE VALLEY RESIDENCE III TAHAP 5,"JL.KH .AHMAD DAHLAN  no. 129 RIAU, KOTA PEKANBARU,
              Sukajadi, Sukajadi",Telp : 081288558787,Email : ptsamitaciptamandiri29@gmail.com,a. Atap  multiroof,b. Dinding  batu bata,c. Lantai & Pondasi  keramik & rolag bata,Subsidi : 7 Unit,Komersil : 0 Unit,"0.587682, 101.407852","HCQ5+34H Umban Sari, Pekanbaru City, Riau, Indonesia"
"Harga:
                    Rp 150.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 108m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,VILLA PERMATA BENING 4,"Jl. Rawa Bening ujung, Ruko blok CC No 4 no. No 4 RIAU, KOTA PEKANBARU,
              Tampan, Sidomulyo Barat",Telp : 07616701812,Email : anugeragduaputri@gmail.co.id,a. Atap  SENG WARNA,b. Dinding  PASANGAN BATU BATA,c. Lantai & Pondasi  FULL KERAMIK & PONDASI BETON BERTULANG,Subsidi : 0 Unit,Komersil : 1 Unit,"0.432200, 101.410994","CCJ6+V9H Sidomulyo Barat, Pekanbaru City, Riau, Indonesia"
"Harga:
                    Rp 130.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 96m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,THE VALLEY RESIDENCE III TAHAP 6,"JLN.KH.AHMAD DAHLAN no. 129 RIAU, KOTA PEKANBARU,
              Sukajadi, Kampung Tengah",Telp : 081288558787,Email : ptsamitaciptamandiri29@gmail.com,"a. Atap  Rangka Baja Ringan,Multiroof","b. Dinding  Batu Bata Merah,Plaster Luar Dalam +Cat Luar Dalam",c. Lantai & Pondasi  Keramik & Batu Bata Merah.Cor Beton Besi Bertulang,Subsidi : 5 Unit,Komersil : 0 Unit,"0.587682, 101.407852","HCQ5+34H Umban Sari, Pekanbaru City, Riau, Indonesia"
"Harga:
                    Rp 130.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 108m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,WENI REGENCY,"jl engku raja putra lelo, pangkalan kerinci timur, pelalawan, riau no. 1 RIAU, KAB PELALAWAN,
              Pangkalan Kerinci, Pangkalan Kerinci Timur Agung",Telp : 081266081521,Email : ptwenianugrahmandiri@gmail.com,a. Atap  spandek bertingkat,b. Dinding  batu bata di plaster dan di cat,c. Lantai & Pondasi  tapak beton bertulang & semen halus,Subsidi : 93 Unit,Komersil : 0 Unit,"0.587682, 101.407852","HCQ5+34H Umban Sari, Pekanbaru City, Riau, Indonesia"
"Harga:
                    Rp 140.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 102m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,RESIDENCE 73 II,"Jl. Balam no. 25 C RIAU, KOTA PEKANBARU,
              Sukajadi, Kampung Melayu","Telp : 0761 6700262, 081261590000",Email : polygon.alam.surya@gmail.com,a. Atap  LONG SPAN,b. Dinding  BATA PLASTER DAN CAT,c. Lantai & Pondasi  KERAMIK & SLOOF BETON BERTULANG,Subsidi : 2 Unit,Komersil : 0 Unit,"0.587682, 101.407852","HCQ5+34H Umban Sari, Pekanbaru City, Riau, Indonesia"
"Harga:
                    Rp 150.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 108m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,Zona Lestari I,"JL. CERAS PERAWANG BARAT, KEC. TUALANG, KAB. SIAK - RIAU no. - RIAU, KAB SIAK,
              Tualang, Perawang Barat",Telp : 081270904885,Email : zulkifliii2164@gmail.com,"a. Atap  Baja Ringan, atap Multi Roof",b. Dinding  Dinding Batu Bata Merah DiPlester Luar Dalam,"c. Lantai & Pondasi  Lantai dan Teras di Keramik 40 x 40 - Lantai Dan Dinding kamar Mandi Keramik & Pondasi Cor Setempat, Slof Beton dengan Tulang Besi 10 mm",Subsidi : 3 Unit,Komersil : 0 Unit,"0.587682, 101.407852","HCQ5+34H Umban Sari, Pekanbaru City, Riau, Indonesia"
"Harga:
                    Rp 140.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 102m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,BUKIT INDAH PESONA,"Jl. Balam no. 25 C RIAU, KOTA PEKANBARU,
              Sukajadi, Jadirejo",Telp : 0761 670026    0812 6159 0000,Email : polygon.alam.surya@gmail.com,"a. Atap  rangka baja,Penutup Dua Susun",b. Dinding  Batu bata Pelester + Cat,c. Lantai & Pondasi  keramik & Cor Beton Bertulang,Subsidi : 0 Unit,Komersil : 0 Unit,"0.587682, 101.407852","HCQ5+34H Umban Sari, Pekanbaru City, Riau, Indonesia"
"Harga:
                    Rp 140.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 108m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,GRAHA KUALU INDAH,"JALAN KUBANG RAYA KM 6,5 SAMPING MASJID AL IKHLAS no. 02 RIAU, KAB KAMPAR,
              Tambang, Kualu",Telp : 085272667370,Email : pt.kualuindahperkasa@gmail.com,a. Atap  BAJA RNGAN,b. Dinding  BATU BATA,c. Lantai & Pondasi  KERAMK & BESI 10,Subsidi : 37 Unit,Komersil : 0 Unit,"0.412518, 101.380055","C97J+223 Teluk Kenidai, Kampar Regency, Riau, Indonesia"
"Harga:
                    Rp 150.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 108m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,Kampung Kelling Regency,"DUSUN I BATU BELAH no. 27 RIAU, KAB KAMPAR,
              Kampar, Batu Belah",Telp : +62 822-6035-6505,Email : Cucudatukbersama@gmail.com,a. Atap  Baja ringan penutup spandek,b. Dinding  Batu bata+di cor+aci+cat,c. Lantai & Pondasi  Lantai Keramik 40x40 mm & Pondasi tapak rabat beton+pasir urug,Subsidi : 23 Unit,Komersil : 0 Unit,"0.357956, 101.048221","925X+57Q Batu Belah, Kampar Regency, Riau, Indonesia"
"Harga:
                    Rp 162.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 108m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,GRIYA PURNAMA ASRI,"JL HR. SOEBRANTAS  no. 09 RIAU, KOTA PEKANBARU,
              Tampan, Tobekgodang",Telp : 0811751700  081270020114,Email : silviamaniza@gmail.com,a. Atap  GENTENG METAL,b. Dinding  BATA + PLASTER,c. Lantai & Pondasi  GERANIT & SLOT BETON BERTULANG,Subsidi : 39 Unit,Komersil : 0 Unit,"0.440749, 101.324493","C8RF+7QX Rimba Panjang, Kampar Regency, Riau, Indonesia"
"Harga:
                    Rp 145.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 96m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,Fathyyah Regency 7,"Jl. Sanggul Besar no. 88 RIAU, KOTA PEKANBARU,
              Tampan, Airputih",Telp : 081261664687,Email : pt.aidijayabersama@gmail.com,"a. Atap  Baja Ringan, atap Multi Roof",b. Dinding  Dinding Batu Bata Merah DiPlester Luar Dalam,"c. Lantai & Pondasi  Lantai dan Teras di Keramik 40 x 40 - Lantai Dan Dinding kamar Mandi Keramik & Pondasi Cor Setempat, Slof Beton dengan Tulang Besi 10 mm",Subsidi : 3 Unit,Komersil : 1 Unit,"0.481631, 101.338462","F8JQ+M94 Karya Indah, Kampar Regency, Riau, Indonesia"
"Harga:
                    Rp 140.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 108m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,Graha Perdana Alima Raya,"jl.hr.soebrantas (komplek.meliar business center no.19 panam) no. 19 RIAU, KOTA PEKANBARU,
              Tampan, Simpangbaru",Telp : 587146,Email : ptkaryaalimabersaudara@gmail.com,a. Atap  baja ringan,b. Dinding  batu bata - plaster,c. Lantai & Pondasi  keramik 40 x 40 & batu bata,Subsidi : 4 Unit,Komersil : 2 Unit,"0.484781, 101.333332","F8MM+W88 Karya Indah, Kampar Regency, Riau, Indonesia"
"Harga:
                    Rp 150.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 90m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,Kampoeng Karya Tani,"KO. Palutan blok A2-13 no. 2 RIAU, KOTA PEKANBARU,
              Tampan, Tuahkarya",Telp : 085264103820,Email : berkahkaryaproperty@gmail.com,a. Atap  Indoroof,"b. Dinding  Bata plaster, diaci dan dicat",c. Lantai & Pondasi  keramik 50x50 & cor beton,Subsidi : 4 Unit,Komersil : 0 Unit,"0.443728, 101.406387","CCV4+FHR Sidomulyo Barat, Pekanbaru City, Riau, Indonesia"
"Harga:
                    Rp 145.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 96m
                      2",Kamar Tidur: 2,Kamar Mandi: 2,Fathyyah Regency 5,"JL.UKA no. 88 RIAU, KOTA PEKANBARU,
              Tampan, Simpangbaru",Telp : 081261664687,Email : pt.aidijayabersama@gmail.com,"a. Atap  Baja Ringan, atap Multi Roof",b. Dinding  Dinding Batu Bata Merah DiPlester Luar Dalam,"c. Lantai & Pondasi  Lantai dan Teras di Keramik 40 x 40 - Lantai Dan Dinding kamar Mandi Keramik & Pondasi Cor Setempat, Slof Beton dengan Tulang Besi 10 mm",Subsidi : 0 Unit,Komersil : 0 Unit,"0.484781, 101.333332","F8MM+W88 Karya Indah, Kabupaten Kampar, Riau, Indonesia"
"Harga:
                    Rp 150.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 96m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,INARA REGENCY,"jl.sepat  no. 2 RIAU, KOTA PEKANBARU,
              Marpoyan Damai, Tangkerang Barat",Telp : 085271626919,Email : putriinarajaya@gmail.com,a. Atap  SPANDEK,b. Dinding  BATU BATA PLASTER ACI  CAT,"c. Lantai & Pondasi  KERAMIK 40X40 & CAKAR AYAM 
SLOOF BERTULANG",Subsidi : 6 Unit,Komersil : 0 Unit,"0.481631, 101.338462","F8JQ+M94 Karya Indah, Kampar Regency, Riau, Indonesia"
"Harga:
                    Rp 140.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 108m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,Sarana Indah Permata II,"Jl. Sarana Utama, Kec. Tambang, Kab. Kampar, Riau
 no. 2 RIAU, KAB KAMPAR,
              Tambang, Rimbo Panjang",Telp : 082247645668,Email : zulkifliii2164@gmail.com,a. Atap  Rangka kayu Dan Seng Warna - Plafon GRC Rangka kayu,b. Dinding  Dinding Batu Bata Merah DiPlester Luar Dalam,"c. Lantai & Pondasi  Lantai dan Teras di Keramik 40 x 40 - Lantai Dan Dinding kamar Mandi Keramik & Pondasi Cor Setempat, Slof Beton dengan Tulang Besi 10 mm",Subsidi : 156 Unit,Komersil : 0 Unit,"0.429768, 101.322723","C8HF+W35 Tarai Bangun, Kampar Regency, Riau, Indonesia"
"Harga:
                    Rp 130.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 108m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,Aqsa Garden,"Jl padat karya no. 22 RIAU, KAB KAMPAR,
              Kampar, Padang Mutung",Telp : 082297805098,Email : adityaasman89@gmail.com,a. Atap  spandek,b. Dinding  bata merah diplaster dan dicat,c. Lantai & Pondasi  full keramik & beton bertulang,Subsidi : 13 Unit,Komersil : 0 Unit,"0.344185, 101.192583","85VV+M2G Sawah Baru, Kampar Regency, Riau, Indonesia"
"Harga:
                    Rp 140.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 108m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,Abid putra nusa tahap IV,"Jl. Bugenfil RT/RW:005/001 no. 56 RIAU, KOTA PEKANBARU,
              Bukit Raya, Simpang Tiga",Telp : 081276965393,Email : riaanggraini1201@gmail.com,"a. Atap  Atap superdeck, Rangka Kayu","b. Dinding  Pas, Dinding Bata, Plester&Cat",c. Lantai & Pondasi  Keramik & Struktur Beton Bertulang,Subsidi : 1 Unit,Komersil : 0 Unit,"0.422431, 101.408207","CCC5+X7G Kubang Jaya, Kampar Regency, Riau, Indonesia"
"Harga:
                    Rp 140.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 107m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,Griya Mantab Lestari,"Jl kutilang no. 01 RIAU, KOTA PEKANBARU,
              Marpoyan Damai, Tangkerang Barat",Telp : 082388844758,Email : putriazianti31@gmail.com,a. Atap  RANGKA BAJA RINGAN SAPNDEX,"b. Dinding  BATU BATA,PLESTER, ACI, DICAT",c. Lantai & Pondasi  KERAMIK & TAPAK BETON,Subsidi : 0 Unit,Komersil : 0 Unit,"0.480827, 101.339048","F8JQ+8JM Karya Indah, Kampar Regency, Riau, Indonesia"
"Harga:
                    Rp 140.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 102m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,Grand Setia Mulya,"jalan air hitam no. 7a RIAU, KOTA PEKANBARU,
              Payung Sekaki, Air Hitam",Telp : 08117682988,Email : apr.properti@gmail.com,a. Atap  Genteng Metal,b. Dinding  Batu Bata di plater,c. Lantai & Pondasi  keramik & Beton Slaf Bertulang,Subsidi : 3 Unit,Komersil : 0 Unit,"0.422431, 101.408207","CCC5+X7G Kubang Jaya, Kabupaten Kampar, Riau, Indonesia"
"Harga:
                    Rp 140.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 108m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,Peranap Permai,"JL. Lingkungan RT 002 RW 009 Sumberjo Peranap no. 53 RIAU, KAB INDRAGIRI HULU,
              Peranap, Peranap",Telp : 085263830158,Email : ikhtiarriaujayaraya@gmail.com,a. Atap  KAYU,b. Dinding  BATUBATA,c. Lantai & Pondasi  KERAMIK & BETON,Subsidi : 62 Unit,Komersil : 0 Unit,"0.584722, 101.421111","HCMC+VCQ Umban Sari, Pekanbaru City, Riau, Indonesia"
"Harga:
                    Rp 150.500.000","Luas Bangunan: 36m
                    2","Luas Lahan: 94m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,GRIYA HAYATI PERMAI V,"Jalan Abdul RafKhan Gang Pelajar RT.12 no. A-2 RIAU, KOTA DUMAI,
              Dumai Selatan, Bukit Timah",Telp : 081365109891,Email : griyahayatip@yahoo.com,a. Atap  SPANDEK LURUS,b. Dinding  BATA MERAH,c. Lantai & Pondasi  KERAMIK & COR BETON BERTULANG,Subsidi : 0 Unit,Komersil : 0 Unit,"0.584722, 101.421111","HCMC+VCQ Umban Sari, Pekanbaru City, Riau, Indonesia"
"Harga:
                    Rp 140.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 97m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,Griya Hayati Permai IV,"Jl. Abdul Rabkhan/GG. Pelajar Blok A no. 2 RIAU, KOTA DUMAI,
              Dumai Selatan, Bukit Timah",Telp : 081365109891,Email : nurhayati.akhmad@yahoo.com,a. Atap  SPANDEK LURUS,b. Dinding  BATA MERAH,c. Lantai & Pondasi  KERAMIK & COR BETON,Subsidi : 0 Unit,Komersil : 0 Unit,"0.584722, 101.421111","HCMC+VCQ Umban Sari, Pekanbaru City, Riau, Indonesia"
"Harga:
                    Rp 140.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 108m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,MULYA REGENCY II,"JALAN DT. ENGKU RAJA LELA PUTRA no. C-08 RIAU, KAB PELALAWAN,
              Pangkalan Kerinci, Pangkalan Kerinci Timur Agung",Telp : 08127610903,Email : Arfindo42@gmail.com,a. Atap  RANGKA BAJA ATAP METAL,b. Dinding  BATU BATA PLASTER ACI,c. Lantai & Pondasi  KERAMIK & COR BETON BERTULANG,Subsidi : 2 Unit,Komersil : 0 Unit,"0.584722, 101.421111","HCMC+VCQ Umban Sari, Pekanbaru City, Riau, Indonesia"
"Harga:
                    Rp 140.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 104m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,BUKIT INDAH KULIM  III,"Jl. Balam no. 25 C RIAU, KOTA PEKANBARU,
              Sukajadi, Jadirejo","Telp : 0761 670026, 0812 6159 0000",Email : polygon.alam.surya@gmail.com,"a. Atap  Rangka Baja Ringan
Penutup Dua Susun",b. Dinding  Bata Plester + Cat,c. Lantai & Pondasi  Keramik & Cor Beton Bertulang,Subsidi : 18 Unit,Komersil : 0 Unit,"0.584722, 101.421111","HCMC+VCQ Umban Sari, Pekanbaru City, Riau, Indonesia"
"Harga:
                    Rp 150.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 108m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,Sri Purnama Residence,"Perum. Sri Purnama Residence, Jln. Sri Indra, RT 02 / RW 07, Kel. Rumbai Bukit, Kec. Rumbai no. A5 RIAU, KOTA PEKANBARU,
              Rumbai, Rumbai Bukit",Telp : 082281815033,Email : riau_insanpersada@yahoo.com,a. Atap  Baja Ringan,b. Dinding  Batu bata dan dicat,c. Lantai & Pondasi  Kramik & Besi 10,Subsidi : 68 Unit,Komersil : 0 Unit,"0.606947, 101.404105","JC43+QJH Rumbai Bukit, Pekanbaru City, Riau, Indonesia"
"Harga:
                    Rp 210.000.000","Luas Bangunan: 42m
                    2","Luas Lahan: 100m
                      2",Kamar Tidur: 2,Kamar Mandi: -1,SURYA DAYA RESIDENCE 2,"Jl.Hang Tuah no. 387 RIAU, KAB BENGKALIS,
              Mandau, Air Jamban",Telp : 081276447677,Email : suryadayarezeki@yahoo.com,a. Atap  Rangka Baja Ringan,b. Dinding  Bata Plaster,c. Lantai & Pondasi  Keramik 50 X 50 & Cor Beton Bertulang,Subsidi : 15 Unit,Komersil : 0 Unit,"0.606947, 101.404105","JC43+QJH Rumbai Bukit, Pekanbaru City, Riau, Indonesia"
